"Year","Month","Day","DayOfWeek","Flights","Cancelled","Diverted","Delayed"
1993,3,1,1,117,0,0,18
1993,3,2,2,114,1,0,27
1993,3,3,3,112,0,0,31
1993,3,4,4,116,4,0,23
1993,3,5,5,109,2,0,26
1993,3,6,6,108,1,0,5
1993,3,7,7,111,0,0,7
1993,3,8,1,117,0,0,7
1993,3,9,2,117,0,0,3
1993,3,10,3,115,5,0,15
1993,3,11,4,112,1,0,26
1993,3,12,5,119,6,9,53
1993,3,13,6,109,32,0,28
1993,3,14,7,111,25,0,32
1993,3,15,1,117,9,0,43
1993,3,16,2,112,5,2,40
1993,3,17,3,118,1,1,33
1993,3,18,4,109,0,0,14
1993,3,19,5,118,0,0,28
1993,3,20,6,111,0,0,19
1993,3,21,7,113,1,0,21
1993,3,22,1,115,0,0,37
1993,3,23,2,114,0,0,16
1993,3,24,3,113,1,0,21
1993,3,25,4,111,0,3,35
1993,3,26,5,119,0,0,18
1993,3,27,6,112,0,0,9
1993,3,28,7,111,1,0,15
1993,3,29,1,116,0,0,6
1993,3,30,2,112,3,0,17
1993,3,31,3,112,0,0,20
1993,4,1,4,114,0,0,42
1993,4,2,5,119,0,0,19
1993,4,3,6,104,0,0,30
1993,4,4,7,108,1,1,19
1993,4,5,1,118,2,1,12
1993,4,6,2,122,0,0,15
1993,4,7,3,117,0,0,37
1993,4,8,4,112,0,0,55
1993,4,9,5,119,0,0,16
1993,4,10,6,110,0,0,7
1993,4,11,7,113,0,0,5
1993,4,12,1,116,0,0,6
1993,4,13,2,118,0,0,10
1993,4,14,3,110,1,0,36
1993,4,15,4,115,0,0,45
1993,4,16,5,113,0,0,43
1993,4,17,6,110,0,0,7
1993,4,18,7,111,0,0,8
1993,4,19,1,116,2,0,10
1993,4,20,2,113,0,0,20
1993,4,21,3,115,0,0,12
1993,4,22,4,116,0,0,16
1993,4,23,5,119,0,0,12
1993,4,24,6,114,0,0,15
1993,4,25,7,108,0,0,12
1993,4,26,1,118,1,0,12
1993,4,27,2,115,1,0,5
1993,4,28,3,118,0,0,7
1993,4,29,4,111,0,0,13
1993,4,30,5,115,0,0,22
1993,5,1,6,107,0,0,16
1993,5,2,7,103,0,0,13
1993,5,3,1,115,1,0,11
1993,5,4,2,111,1,0,7
1993,5,5,3,116,2,0,28
1993,5,6,4,114,0,0,9
1993,5,7,5,119,0,0,5
1993,5,8,6,109,0,0,5
1993,5,9,7,114,4,0,18
1993,5,10,1,116,0,0,9
1993,5,11,2,118,0,0,14
1993,5,12,3,113,1,0,24
1993,5,13,4,114,0,0,19
1993,5,14,5,115,0,0,9
1993,5,15,6,109,0,0,4
1993,5,16,7,111,1,0,11
1993,5,17,1,117,0,0,2
1993,5,18,2,112,0,0,14
1993,5,19,3,115,1,0,10
1993,5,20,4,115,0,0,9
1993,5,21,5,118,0,0,8
1993,5,22,6,110,0,0,5
1993,5,23,7,111,0,0,11
1993,5,24,1,111,1,0,7
1993,5,25,2,115,0,0,10
1993,5,26,3,113,0,0,11
1993,5,27,4,115,0,0,12
1993,5,28,5,117,0,0,29
1993,5,29,6,103,0,0,4
1993,5,30,7,104,0,0,9
1993,5,31,1,110,0,0,8
1993,6,1,2,113,2,0,7
1993,6,2,3,117,0,0,4
1993,6,3,4,116,0,0,3
1993,6,4,5,114,1,0,20
1993,6,5,6,111,0,1,9
1993,6,6,7,110,0,0,7
1993,6,7,1,114,3,0,8
1993,6,8,2,114,1,1,17
1993,6,9,3,108,4,0,27
1993,6,10,4,109,1,0,23
1993,6,11,5,113,0,2,37
1993,6,12,6,106,0,0,6
1993,6,13,7,106,0,0,6
1993,6,14,1,114,0,0,12
1993,6,15,2,114,0,0,8
1993,6,16,3,109,0,1,5
1993,6,17,4,115,0,1,16
1993,6,18,5,114,0,0,27
1993,6,19,6,104,0,0,15
1993,6,20,7,104,0,0,17
1993,6,21,1,110,0,0,21
1993,6,22,2,112,0,0,6
1993,6,23,3,113,0,0,8
1993,6,24,4,107,0,1,33
1993,6,25,5,117,0,1,42
1993,6,26,6,109,1,0,18
1993,6,27,7,106,0,1,15
1993,6,28,1,115,0,0,18
1993,6,29,2,111,0,0,10
1993,6,30,3,113,1,0,10
1993,7,1,4,113,0,0,6
1993,7,2,5,113,0,0,9
1993,7,3,6,103,0,0,8
1993,7,4,7,97,0,0,2
1993,7,5,1,107,0,0,6
1993,7,6,2,113,0,1,9
1993,7,7,3,115,0,0,10
1993,7,8,4,115,0,0,15
1993,7,9,5,115,0,0,8
1993,7,10,6,107,0,0,15
1993,7,11,7,108,0,0,9
1993,7,12,1,113,0,0,6
1993,7,13,2,110,0,0,4
1993,7,14,3,112,0,0,22
1993,7,15,4,116,1,0,13
1993,7,16,5,109,0,0,9
1993,7,17,6,109,0,0,6
1993,7,18,7,108,2,0,11
1993,7,19,1,108,0,0,11
1993,7,20,2,117,0,1,14
1993,7,21,3,112,0,1,15
1993,7,22,4,114,1,0,10
1993,7,23,5,116,0,0,12
1993,7,24,6,108,0,0,7
1993,7,25,7,107,0,0,14
1993,7,26,1,114,0,0,5
1993,7,27,2,113,0,0,9
1993,7,28,3,114,1,0,13
1993,7,29,4,113,0,0,12
1993,7,30,5,110,0,0,13
1993,7,31,6,110,0,0,11
1993,8,1,7,107,0,0,10
1993,8,2,1,111,0,0,18
1993,8,3,2,113,1,0,17
1993,8,4,3,112,1,0,17
1993,8,5,4,114,0,0,11
1993,8,6,5,111,0,0,21
1993,8,7,6,110,0,0,15
1993,8,8,7,104,0,0,8
1993,8,9,1,115,0,0,5
1993,8,10,2,114,0,0,11
1993,8,11,3,111,1,0,11
1993,8,12,4,108,0,0,19
1993,8,13,5,108,0,0,11
1993,8,14,6,110,0,0,22
1993,8,15,7,105,1,0,23
1993,8,16,1,114,0,0,8
1993,8,17,2,112,0,0,14
1993,8,18,3,110,0,0,6
1993,8,19,4,112,0,0,13
1993,8,20,5,112,0,0,13
1993,8,21,6,109,0,0,4
1993,8,22,7,108,0,0,5
1993,8,23,1,112,1,0,13
1993,8,24,2,109,1,0,9
1993,8,25,3,111,1,0,14
1993,8,26,4,114,0,0,4
1993,8,27,5,112,0,0,18
1993,8,28,6,109,0,0,10
1993,8,29,7,109,0,0,14
1993,8,30,1,115,1,1,12
1993,8,31,2,111,1,0,20
1993,9,1,3,114,0,0,6
1993,9,2,4,116,2,1,22
1993,9,3,5,109,0,0,24
1993,9,4,6,103,0,0,6
1993,9,5,7,93,0,0,2
1993,9,6,1,112,0,0,8
1993,9,7,2,108,0,0,6
1993,9,8,3,114,0,0,14
1993,9,9,4,111,0,0,14
1993,9,10,5,117,0,0,17
1993,9,11,6,111,0,0,7
1993,9,12,7,105,0,1,7
1993,9,13,1,114,1,0,21
1993,9,14,2,114,1,0,21
1993,9,15,3,118,2,0,10
1993,9,16,4,116,1,0,10
1993,9,17,5,113,1,0,15
1993,9,18,6,110,0,0,12
1993,9,19,7,108,0,0,7
1993,9,20,1,117,0,0,12
1993,9,21,2,115,2,0,16
1993,9,22,3,115,2,0,10
1993,9,23,4,117,0,0,12
1993,9,24,5,120,0,0,11
1993,9,25,6,109,0,0,9
1993,9,26,7,111,0,0,23
1993,9,27,1,116,4,0,25
1993,9,28,2,116,0,0,9
1993,9,29,3,116,1,0,9
1993,9,30,4,114,1,0,10
1993,10,1,5,121,0,0,12
1993,10,2,6,115,0,0,12
1993,10,3,7,115,0,0,11
1993,10,4,1,119,0,0,9
1993,10,5,2,121,0,0,10
1993,10,6,3,115,0,0,11
1993,10,7,4,118,0,0,6
1993,10,8,5,118,0,0,22
1993,10,9,6,110,0,0,11
1993,10,10,7,117,0,0,8
1993,10,11,1,121,0,0,9
1993,10,12,2,120,0,0,17
1993,10,13,3,116,1,0,10
1993,10,14,4,114,1,0,19
1993,10,15,5,120,0,0,26
1993,10,16,6,115,0,0,27
1993,10,17,7,111,0,0,12
1993,10,18,1,118,0,0,17
1993,10,19,2,120,4,0,27
1993,10,20,3,119,4,0,57
1993,10,21,4,117,1,0,44
1993,10,22,5,117,0,0,25
1993,10,23,6,113,0,0,7
1993,10,24,7,114,0,0,9
1993,10,25,1,117,0,0,15
1993,10,26,2,119,0,0,14
1993,10,27,3,120,0,0,31
1993,10,28,4,121,0,0,17
1993,10,29,5,115,0,1,40
1993,10,30,6,106,0,0,49
1993,10,31,7,114,0,0,24
1993,11,1,1,121,0,0,5
1993,11,2,2,122,1,0,12
1993,11,3,3,120,3,0,11
1993,11,4,4,120,1,0,19
1993,11,5,5,119,0,0,37
1993,11,6,6,113,0,0,24
1993,11,7,7,118,0,0,11
1993,11,8,1,117,0,0,10
1993,11,9,2,117,3,0,31
1993,11,10,3,121,0,0,10
1993,11,11,4,121,0,0,8
1993,11,12,5,119,0,0,20
1993,11,13,6,114,0,0,12
1993,11,14,7,110,2,0,50
1993,11,15,1,116,0,0,21
1993,11,16,2,120,3,0,34
1993,11,17,3,119,0,0,18
1993,11,18,4,112,0,0,31
1993,11,19,5,117,0,0,44
1993,11,20,6,111,1,0,17
1993,11,21,7,120,1,0,11
1993,11,22,1,119,2,0,8
1993,11,23,2,120,2,0,14
1993,11,24,3,117,1,0,18
1993,11,25,4,85,0,0,14
1993,11,26,5,100,3,0,19
1993,11,27,6,107,0,0,21
1993,11,28,7,117,0,0,19
1993,11,29,1,118,1,0,9
1993,11,30,2,117,0,0,4
1993,12,1,3,121,1,0,6
1993,12,2,4,120,0,0,20
1993,12,3,5,121,0,0,31
1993,12,4,6,109,0,0,22
1993,12,5,7,116,0,0,10
1993,12,6,1,122,0,0,7
1993,12,7,2,118,0,0,14
1993,12,8,3,123,0,0,16
1993,12,9,4,120,0,0,8
1993,12,10,5,122,0,0,18
1993,12,11,6,113,2,0,6
1993,12,12,7,116,0,0,14
1993,12,13,1,122,2,0,16
1993,12,14,2,119,0,0,13
1993,12,15,3,120,0,0,12
1993,12,16,4,122,0,0,13
1993,12,17,5,117,0,0,25
1993,12,18,6,114,0,0,16
1993,12,19,7,114,1,0,13
1993,12,20,1,118,0,0,39
1993,12,21,2,118,0,0,26
1993,12,22,3,119,0,2,50
1993,12,23,4,117,1,0,36
1993,12,24,5,101,0,0,26
1993,12,25,6,97,0,0,12
1993,12,26,7,112,0,0,11
1993,12,27,1,109,0,1,14
1993,12,28,2,115,2,0,27
1993,12,29,3,114,1,0,38
1993,12,30,4,114,0,0,21
1993,12,31,5,107,0,0,9
1992,1,1,3,95,0,0,6
1992,1,2,4,106,0,0,17
1992,1,3,5,109,0,0,13
1992,1,4,6,87,1,0,13
1992,1,5,7,96,0,0,4
1992,1,6,1,104,1,0,6
1992,1,7,2,104,2,0,3
1992,1,8,3,103,2,0,26
1992,1,9,4,108,0,0,19
1992,1,10,5,106,0,0,19
1992,1,11,6,90,0,0,4
1992,1,12,7,103,0,1,26
1992,1,13,1,106,0,0,36
1992,1,14,2,109,3,0,24
1992,1,15,3,104,0,1,37
1992,1,16,4,105,0,0,17
1992,1,17,5,107,1,0,22
1992,1,18,6,82,1,1,31
1992,1,19,7,98,0,0,14
1992,1,20,1,107,0,0,8
1992,1,21,2,106,0,0,10
1992,1,22,3,109,0,0,17
1992,1,23,4,107,0,0,23
1992,1,24,5,105,0,0,12
1992,1,25,6,91,0,0,9
1992,1,26,7,100,0,0,10
1992,1,27,1,104,0,0,26
1992,1,28,2,105,0,1,26
1992,1,29,3,106,0,0,23
1992,1,30,4,104,1,0,22
1992,1,31,5,107,0,0,13
1992,2,1,6,91,0,0,5
1992,2,2,7,98,0,0,5
1992,2,3,1,99,0,0,8
1992,2,4,2,108,0,0,21
1992,2,5,3,106,0,0,16
1992,2,6,4,107,0,0,8
1992,2,7,5,105,0,0,9
1992,2,8,6,93,0,0,5
1992,2,9,7,102,0,0,7
1992,2,10,1,105,0,0,7
1992,2,11,2,106,1,0,7
1992,2,12,3,105,1,0,12
1992,2,13,4,104,2,0,22
1992,2,14,5,96,1,3,37
1992,2,15,6,91,0,1,21
1992,2,16,7,96,0,0,13
1992,2,17,1,108,1,0,14
1992,2,18,2,108,1,0,30
1992,2,19,3,106,0,0,25
1992,2,20,4,108,0,0,6
1992,2,21,5,106,0,0,10
1992,2,22,6,90,0,0,25
1992,2,23,7,103,0,0,20
1992,2,24,1,106,0,0,25
1992,2,25,2,107,1,0,32
1992,2,26,3,110,0,0,34
1992,2,27,4,105,0,0,15
1992,2,28,5,105,0,0,14
1992,2,29,6,92,0,0,12
1992,3,1,7,103,0,1,12
1992,3,2,1,112,0,0,7
1992,3,3,2,110,0,0,17
1992,3,4,3,108,0,0,18
1992,3,5,4,101,1,3,24
1992,3,6,5,108,2,0,31
1992,3,7,6,92,1,0,31
1992,3,8,7,100,2,0,27
1992,3,9,1,108,1,0,23
1992,3,10,2,111,3,0,43
1992,3,11,3,106,0,0,19
1992,3,12,4,108,0,0,25
1992,3,13,5,112,0,0,12
1992,3,14,6,91,0,0,8
1992,3,15,7,101,0,0,3
1992,3,16,1,108,0,0,4
1992,3,17,2,109,0,1,13
1992,3,18,3,109,0,1,30
1992,3,19,4,109,0,0,36
1992,3,20,5,109,0,0,11
1992,3,21,6,91,2,0,8
1992,3,22,7,101,2,0,31
1992,3,23,1,111,0,0,11
1992,3,24,2,107,0,0,11
1992,3,25,3,109,0,0,12
1992,3,26,4,112,1,1,10
1992,3,27,5,110,0,1,21
1992,3,28,6,91,0,0,4
1992,3,29,7,101,0,0,8
1992,3,30,1,106,0,0,15
1992,3,31,2,111,0,0,7
1992,4,1,3,108,0,0,11
1992,4,2,4,108,0,0,11
1992,4,3,5,111,0,0,13
1992,4,4,6,93,0,0,5
1992,4,5,7,104,0,0,18
1992,4,6,1,107,0,0,9
1992,4,7,2,109,1,0,13
1992,4,8,3,110,0,0,6
1992,4,9,4,110,0,0,6
1992,4,10,5,106,0,1,8
1992,4,11,6,88,0,0,7
1992,4,12,7,104,0,0,11
1992,4,13,1,112,0,0,7
1992,4,14,2,111,1,0,8
1992,4,15,3,109,0,1,10
1992,4,16,4,107,0,0,13
1992,4,17,5,110,0,0,23
1992,4,18,6,92,0,0,6
1992,4,19,7,103,0,0,26
1992,4,20,1,110,0,0,28
1992,4,21,2,107,1,0,18
1992,4,22,3,108,0,1,9
1992,4,23,4,109,2,0,14
1992,4,24,5,103,0,0,22
1992,4,25,6,90,0,0,11
1992,4,26,7,106,0,0,7
1992,4,27,1,110,0,0,4
1992,4,28,2,110,0,0,3
1992,4,29,3,108,0,0,6
1992,4,30,4,112,0,0,11
1992,5,1,5,112,0,0,16
1992,5,2,6,91,1,0,11
1992,5,3,7,105,0,0,9
1992,5,4,1,112,0,0,12
1992,5,5,2,110,0,0,10
1992,5,6,3,111,0,0,10
1992,5,7,4,110,0,0,7
1992,5,8,5,108,0,0,16
1992,5,9,6,93,0,0,2
1992,5,10,7,106,0,0,5
1992,5,11,1,107,0,0,5
1992,5,12,2,110,0,0,5
1992,5,13,3,107,0,0,8
1992,5,14,4,109,1,0,21
1992,5,15,5,110,0,0,22
1992,5,16,6,91,0,0,16
1992,5,17,7,103,0,0,17
1992,5,18,1,108,0,0,8
1992,5,19,2,109,0,0,15
1992,5,20,3,108,1,0,14
1992,5,21,4,109,0,0,15
1992,5,22,5,111,0,0,21
1992,5,23,6,90,0,0,5
1992,5,24,7,92,0,0,3
1992,5,25,1,109,0,0,12
1992,5,26,2,109,0,0,32
1992,5,27,3,110,0,0,18
1992,5,28,4,106,0,0,19
1992,5,29,5,108,1,0,17
1992,5,30,6,93,0,0,11
1992,5,31,7,105,0,0,22
1992,6,1,1,111,0,0,19
1992,6,2,2,109,0,0,9
1992,6,3,3,110,0,0,14
1992,6,4,4,109,0,0,16
1992,6,5,5,112,0,0,26
1992,6,6,6,98,1,0,21
1992,6,7,7,102,0,1,12
1992,6,8,1,110,0,0,21
1992,6,9,2,109,0,0,20
1992,6,10,3,108,0,0,21
1992,6,11,4,107,0,7,30
1992,6,12,5,106,0,1,21
1992,6,13,6,101,0,0,19
1992,6,14,7,106,0,0,13
1992,6,15,1,110,0,0,10
1992,6,16,2,110,0,0,6
1992,6,17,3,108,3,0,9
1992,6,18,4,108,0,0,21
1992,6,19,5,104,0,0,31
1992,6,20,6,96,0,0,18
1992,6,21,7,106,0,0,13
1992,6,22,1,110,0,0,11
1992,6,23,2,110,0,0,13
1992,6,24,3,106,1,1,22
1992,6,25,4,106,0,0,29
1992,6,26,5,107,0,0,29
1992,6,27,6,96,0,0,25
1992,6,28,7,107,0,0,20
1992,6,29,1,104,0,1,23
1992,6,30,2,103,0,0,28
1992,7,1,3,110,0,0,22
1992,7,2,4,108,2,0,29
1992,7,3,5,96,0,0,17
1992,7,4,6,92,0,0,3
1992,7,5,7,103,0,0,12
1992,7,6,1,114,0,0,5
1992,7,7,2,104,0,0,11
1992,7,8,3,111,0,0,8
1992,7,9,4,110,0,0,9
1992,7,10,5,108,0,0,17
1992,7,11,6,101,0,0,8
1992,7,12,7,106,0,0,13
1992,7,13,1,111,0,0,16
1992,7,14,2,109,1,1,21
1992,7,15,3,107,1,0,27
1992,7,16,4,112,1,0,26
1992,7,17,5,112,0,0,24
1992,7,18,6,100,0,0,23
1992,7,19,7,101,0,0,16
1992,7,20,1,112,0,0,18
1992,7,21,2,107,1,0,15
1992,7,22,3,112,0,0,15
1992,7,23,4,107,0,0,23
1992,7,24,5,111,0,0,16
1992,7,25,6,102,0,0,12
1992,7,26,7,108,0,1,12
1992,7,27,1,107,0,0,19
1992,7,28,2,111,0,0,16
1992,7,29,3,110,0,0,13
1992,7,30,4,110,1,0,21
1992,7,31,5,112,0,0,36
1992,8,1,6,98,0,0,21
1992,8,2,7,106,0,0,20
1992,8,3,1,101,0,0,16
1992,8,4,2,108,1,0,18
1992,8,5,3,109,1,0,16
1992,8,6,4,112,0,0,11
1992,8,7,5,109,0,1,14
1992,8,8,6,103,0,0,15
1992,8,9,7,101,0,0,17
1992,8,10,1,108,0,0,16
1992,8,11,2,108,2,0,28
1992,8,12,3,111,0,0,50
1992,8,13,4,108,0,0,34
1992,8,14,5,111,0,0,32
1992,8,15,6,101,0,0,25
1992,8,16,7,107,0,0,21
1992,8,17,1,111,0,0,26
1992,8,18,2,109,0,0,19
1992,8,19,3,109,0,0,15
1992,8,20,4,111,0,0,21
1992,8,21,5,111,0,0,21
1992,8,22,6,99,0,0,9
1992,8,23,7,108,0,0,12
1992,8,24,1,111,3,0,14
1992,8,25,2,113,60,1,6
1992,8,26,3,114,43,13,27
1992,8,27,4,109,2,0,21
1992,8,28,5,113,1,0,21
1992,8,29,6,104,1,0,6
1992,8,30,7,109,0,0,7
1992,8,31,1,110,0,0,9
1992,9,1,2,110,0,0,10
1992,9,2,3,112,0,0,5
1992,9,3,4,107,0,0,29
1992,9,4,5,112,0,0,22
1992,9,5,6,95,0,0,4
1992,9,6,7,101,0,0,1
1992,9,7,1,108,0,0,2
1992,9,8,2,111,0,0,16
1992,9,9,3,115,1,0,17
1992,9,10,4,116,5,0,32
1992,9,11,5,113,1,0,14
1992,9,12,6,103,0,0,5
1992,9,13,7,109,0,0,13
1992,9,14,1,115,0,0,9
1992,9,15,2,116,0,0,7
1992,9,16,3,116,0,0,5
1992,9,17,4,118,1,0,8
1992,9,18,5,119,0,0,16
1992,9,19,6,104,0,0,6
1992,9,20,7,108,0,0,11
1992,9,21,1,118,0,0,13
1992,9,22,2,120,1,1,14
1992,9,23,3,118,0,0,16
1992,9,24,4,122,0,0,10
1992,9,25,5,119,1,0,17
1992,9,26,6,105,0,0,12
1992,9,27,7,110,0,0,7
1992,9,28,1,120,1,0,6
1992,9,29,2,118,0,0,13
1992,9,30,3,118,0,0,5
1992,10,1,4,118,0,0,10
1992,10,2,5,117,0,0,19
1992,10,3,6,106,0,0,17
1992,10,4,7,114,0,0,21
1992,10,5,1,121,4,0,12
1992,10,6,2,118,5,0,4
1992,10,7,3,120,4,1,11
1992,10,8,4,116,4,0,26
1992,10,9,5,120,4,0,34
1992,10,10,6,105,4,0,21
1992,10,11,7,113,3,0,19
1992,10,12,1,118,0,0,7
1992,10,13,2,118,0,0,2
1992,10,14,3,121,2,0,6
1992,10,15,4,115,1,2,16
1992,10,16,5,116,0,0,47
1992,10,17,6,107,0,0,18
1992,10,18,7,110,0,0,21
1992,10,19,1,121,0,0,7
1992,10,20,2,120,0,0,8
1992,10,21,3,121,0,0,5
1992,10,22,4,120,0,0,9
1992,10,23,5,121,0,0,11
1992,10,24,6,106,1,0,3
1992,10,25,7,116,0,0,3
1992,10,26,1,120,0,0,9
1992,10,27,2,119,0,0,5
1992,10,28,3,118,1,0,6
1992,10,29,4,120,0,0,21
1992,10,30,5,117,0,0,31
1992,10,31,6,104,0,2,13
1992,11,1,7,108,0,1,15
1992,11,2,1,119,1,0,28
1992,11,3,2,116,0,0,34
1992,11,4,3,118,0,1,49
1992,11,5,4,116,0,1,43
1992,11,6,5,115,0,0,30
1992,11,7,6,106,0,0,21
1992,11,8,7,117,0,0,11
1992,11,9,1,119,0,0,4
1992,11,10,2,121,0,0,21
1992,11,11,3,119,0,1,26
1992,11,12,4,113,0,0,40
1992,11,13,5,115,0,0,25
1992,11,14,6,105,0,0,14
1992,11,15,7,112,0,0,12
1992,11,16,1,117,0,0,4
1992,11,17,2,120,0,0,5
1992,11,18,3,120,0,0,8
1992,11,19,4,116,0,0,22
1992,11,20,5,115,2,5,46
1992,11,21,6,104,0,1,40
1992,11,22,7,113,1,1,28
1992,11,23,1,116,4,0,24
1992,11,24,2,115,1,1,39
1992,11,25,3,119,0,0,42
1992,11,26,4,88,4,1,15
1992,11,27,5,95,0,0,22
1992,11,28,6,105,0,0,8
1992,11,29,7,116,0,0,7
1992,11,30,1,118,1,0,17
1992,12,1,2,118,1,0,4
1992,12,2,3,117,1,0,9
1992,12,3,4,117,0,0,11
1992,12,4,5,116,1,0,26
1992,12,5,6,99,0,0,7
1992,12,6,7,114,1,0,22
1992,12,7,1,117,0,0,15
1992,12,8,2,116,1,0,16
1992,12,9,3,119,2,0,31
1992,12,10,4,117,3,0,34
1992,12,11,5,120,5,0,11
1992,12,12,6,103,5,0,14
1992,12,13,7,115,1,0,23
1992,12,14,1,118,1,0,15
1992,12,15,2,115,3,0,38
1992,12,16,3,119,1,0,51
1992,12,17,4,113,1,0,28
1992,12,18,5,120,0,0,20
1992,12,19,6,103,3,1,44
1992,12,20,7,105,0,0,22
1992,12,21,1,117,2,3,15
1992,12,22,2,118,3,5,35
1992,12,23,3,117,2,11,53
1992,12,24,4,104,0,0,13
1992,12,25,5,94,0,0,5
1992,12,26,6,103,0,0,14
1992,12,27,7,108,4,5,24
1992,12,28,1,111,4,0,40
1992,12,29,2,109,5,0,22
1992,12,30,3,113,1,0,27
1992,12,31,4,102,6,7,18
1991,1,1,2,115,0,0,15
1991,1,2,3,116,1,0,46
1991,1,3,4,113,3,0,40
1991,1,4,5,121,3,0,33
1991,1,5,6,101,7,1,42
1991,1,6,7,109,1,0,53
1991,1,7,1,111,5,5,47
1991,1,8,2,115,3,4,38
1991,1,9,3,116,1,0,56
1991,1,10,4,112,2,1,63
1991,1,11,5,115,6,0,46
1991,1,12,6,99,0,0,30
1991,1,13,7,111,0,0,12
1991,1,14,1,115,2,2,16
1991,1,15,2,119,2,0,38
1991,1,16,3,121,2,0,29
1991,1,17,4,120,1,0,19
1991,1,18,5,115,4,0,57
1991,1,19,6,104,0,1,26
1991,1,20,7,108,0,0,11
1991,1,21,1,117,0,0,31
1991,1,22,2,117,2,0,11
1991,1,23,3,116,2,0,27
1991,1,24,4,115,0,0,50
1991,1,25,5,118,0,0,20
1991,1,26,6,105,3,0,21
1991,1,27,7,111,4,0,26
1991,1,28,1,120,7,9,38
1991,1,29,2,120,5,4,51
1991,1,30,3,113,1,0,63
1991,1,31,4,119,0,0,27
1991,2,1,5,122,0,0,12
1991,2,2,6,106,0,0,13
1991,2,3,7,111,0,1,13
1991,2,4,1,120,0,0,23
1991,2,5,2,115,0,0,28
1991,2,6,3,120,3,0,40
1991,2,7,4,119,0,0,36
1991,2,8,5,121,0,0,20
1991,2,9,6,106,0,0,10
1991,2,10,7,114,0,0,6
1991,2,11,1,123,0,0,6
1991,2,12,2,118,0,0,3
1991,2,13,3,120,0,0,20
1991,2,14,4,115,2,0,31
1991,2,15,5,120,1,0,25
1991,2,16,6,106,0,0,15
1991,2,17,7,114,0,0,14
1991,2,18,1,116,1,1,30
1991,2,19,2,118,2,0,38
1991,2,20,3,120,1,2,32
1991,2,21,4,119,2,12,46
1991,2,22,5,114,0,0,23
1991,2,23,6,107,1,1,7
1991,2,24,7,112,0,0,16
1991,2,25,1,120,0,0,12
1991,2,26,2,119,0,0,20
1991,2,27,3,123,0,0,13
1991,2,28,4,119,0,0,20
1991,3,1,5,118,0,0,48
1991,3,2,6,105,2,2,20
1991,3,3,7,113,0,0,25
1991,3,4,1,121,0,0,11
1991,3,5,2,119,0,0,3
1991,3,6,3,115,0,0,7
1991,3,7,4,120,0,0,27
1991,3,8,5,116,0,0,32
1991,3,9,6,106,0,0,10
1991,3,10,7,106,0,0,9
1991,3,11,1,118,1,0,5
1991,3,12,2,119,2,0,19
1991,3,13,3,117,0,0,21
1991,3,14,4,119,1,0,24
1991,3,15,5,113,0,0,28
1991,3,16,6,106,0,0,32
1991,3,17,7,111,0,2,33
1991,3,18,1,119,0,0,9
1991,3,19,2,120,1,0,5
1991,3,20,3,114,0,2,16
1991,3,21,4,110,0,0,22
1991,3,22,5,115,0,1,39
1991,3,23,6,103,0,1,33
1991,3,24,7,111,0,0,13
1991,3,25,1,121,0,0,5
1991,3,26,2,122,1,0,7
1991,3,27,3,117,1,0,29
1991,3,28,4,113,0,0,48
1991,3,29,5,117,1,0,42
1991,3,30,6,105,1,0,10
1991,3,31,7,113,0,0,7
1991,4,1,1,115,0,0,7
1991,4,2,2,115,0,0,5
1991,4,3,3,116,0,0,8
1991,4,4,4,120,1,0,25
1991,4,5,5,117,0,0,21
1991,4,6,6,107,0,2,10
1991,4,7,7,106,0,0,23
1991,4,8,1,113,0,0,10
1991,4,9,2,115,1,1,32
1991,4,10,3,115,1,0,29
1991,4,11,4,114,0,0,29
1991,4,12,5,118,0,0,28
1991,4,13,6,105,1,0,34
1991,4,14,7,106,3,1,44
1991,4,15,1,115,1,0,27
1991,4,16,2,117,0,0,14
1991,4,17,3,113,0,0,26
1991,4,18,4,113,0,0,31
1991,4,19,5,115,0,0,27
1991,4,20,6,105,0,0,8
1991,4,21,7,107,0,0,10
1991,4,22,1,117,0,0,10
1991,4,23,2,117,1,0,19
1991,4,24,3,110,0,0,18
1991,4,25,4,113,1,0,36
1991,4,26,5,115,0,3,43
1991,4,27,6,103,1,0,20
1991,4,28,7,109,0,0,46
1991,4,29,1,113,4,9,48
1991,4,30,2,118,0,1,21
1991,5,1,3,112,0,0,19
1991,5,2,4,108,0,1,25
1991,5,3,5,113,0,0,37
1991,5,4,6,101,0,0,29
1991,5,5,7,107,0,0,27
1991,5,6,1,116,0,0,32
1991,5,7,2,113,0,0,22
1991,5,8,3,115,2,3,47
1991,5,9,4,110,0,0,47
1991,5,10,5,105,0,0,23
1991,5,11,6,101,0,0,10
1991,5,12,7,107,0,0,11
1991,5,13,1,116,0,0,11
1991,5,14,2,112,6,1,22
1991,5,15,3,112,0,0,23
1991,5,16,4,115,0,1,27
1991,5,17,5,113,0,1,31
1991,5,18,6,99,0,0,32
1991,5,19,7,108,0,1,18
1991,5,20,1,110,0,0,24
1991,5,21,2,114,0,0,13
1991,5,22,3,106,1,0,17
1991,5,23,4,115,0,0,19
1991,5,24,5,113,0,0,24
1991,5,25,6,99,0,0,15
1991,5,26,7,98,0,0,0
1991,5,27,1,109,0,0,8
1991,5,28,2,113,0,0,14
1991,5,29,3,114,2,0,18
